ITA_4552;Termoli;Termoli;Termoli;;Termoli;;;;;;;;;;x
ITA_4302;Macerata;Macerata;Macerata;;Macerata;;;;;;;;;;x
ITA_4715;Foggia;Foggia;Foggia;;Foggia;;;;;;;;;;x
ITA_4868;Bari;Bari;Bari;;Bari;;;;;;;;;;x
ITA_4962;Taranto;Taranto;Taranto;;Tarento;;;;;;;;;;x
ITA_4866;Salerno;Salerne;Salerno;;Salerno;;;;;;;;;;x
ITA_4915;Asti;Asti;Asti;;Asti;;;;;;;;;;x
ITA_5038;Cosenza;Cosenza;Cosenza;;Cosenza;;;;;;;;;;x
ITA_5237;Reggio di Calabria;Reggio di Calabria;Kalabrien;;Reggio di Calabria;;;;;;;;;;x
ITA_5235;Agrigento;Agrigente;Agrigento;;Agrigento;;;;;;;;;;x
ITA_5266;Palermo;Palerme;Palermo;;Palermo;;;;;;;;;;x
ITA_4763;Sassari;Sassari;Sassari;;Sassari;;;;;;;;;;x
spanish_region;Spain;Espagne;Spanien;;España;;;;;;;;;;x
french_indochine_region;French Indochine;Indochine française;Französisch-Indochina;;Indochina Francesa;;;;;;;;;;x
sudetenland;Sudetenland;Sudètes;Sudetenland;;Las Sudetes;;;;;;;;;;x
northern_italy_region;Northern Italy;Italie du Nord;Norditalien;;Norte de Italia;;;;;;;;;;x
libya_region;Libya;Libye;Libyen;;Libia;;;;;;;;;;x
italian_somaliland_region;Italian Somaliland;Somalie Italienne;Italienisch-Somaliland;;Somalia Italiana;;;;;;;;;;x
eritrea_region;Eritrea;Érythrée;Eritrea;;Eritrea;;;;;;;;;;x
slovenia_region;Slovenia;Slovénie;Slowenien;;Eslovenia;;;;;;;;;;x
montenegro_region;Montenegro;Monténégro;Montenegro;;Montenegro;;;;;;;;;;x
albania_region;Albania;Albanie;Albanien;;Albania;;;;;;;;;;x
northern_france_region;Northern France;France du Nord;Nordfrankreich;;Norte de Francia;;;;;;;;;;x
western_france_region;Western France;France de l'Ouest;Westfrankreich;;Francia Occidental;;;;;;;;;;x
central_western_russia_region;Central Western Russia;Russie Centrale de l'Ouest;Zentralwestrussland;;Rusia Central Occidental;;;;;;;;;;x
western_russia_region;Western Russia;Russie Européenne;Westrussland;;Rusia Occidental;;;;;;;;;;x
baltic_states_region;The Baltic States;Les États Baltes;Baltikum;;Los Estados Bálticos;;;;;;;;;;x
sikhote_alin_region;Sikhote Alin;Sikhote-Aline;Sikhote Alin;;Sikhote Alin;;;;;;;;;;x
czechoslovakia_region;Czechoslovakia;Tchécoslovaquie;Tschechoslowakei;;Checoslovaquia;;;;;;;;;;x
poland_region;Poland;Pologne;Polen;;Polonia;;;;;;;;;;x
east_germany_region;East Germany;Allemagne de l'Est;Ostdeutschland;;Alemania Oriental;;;;;;;;;;x
austria_region;Austria;Autriche;Österreich;;Austria;;;;;;;;;;x
belgium_region;Belgium;Belgique;Belgien;;Bélgica;;;;;;;;;;x
the_netherlands_region;The Netherlands;Pays-Bas;Niederlande;;Los Países Bajos;;;;;;;;;;x
denmark_region;Denmark;Danemark;Dänemark;;Dinamarca;;;;;;;;;;x
norway_region;Norway;Norvège;Norwegen;;Noruega;;;;;;;;;;x
greece_region;Greece;Grèce;Griechenland;;Grecia;;;;;;;;;;x
yugoslavia_region;Yugoslavia;Yougoslavie;Jugoslawien;;Yugoslavia;;;;;;;;;;x
croatia_region;Croatia;Croatie;Kroatien;;Croacia;;;;;;;;;;x
eastern_poland;Eastern Poland;Pologne de l'Est;Ostpolen;;Polonia Oriental;;;;;;;;;;x
crimean_peninsula;Crimean Peninsula;Presqu'ile Crimée;Halbinsel Krim;;Península crimea;;;;;;;;;;x
lithuania_region;Lithuania;Lituanie;Litauen;;Lituania;;;;;;;;;;x
SPR_4419;Barcelona;Barcelona;Barcelona;;Barcelona;;;;;;;;;;x
SPR_4357;Gerona;Gerona;Gerona;;Gerona;;;;;;;;;;x
SPR_4226;Lérida;Lérida;Lérida;;Lérida;;;;;;;;;;x
SPR_4547;Tarragona;Tarragona;Tarragona;;Tarragona;;;;;;;;;;x
SPR_4863;Palma de Mallorca;Palma de Mallorca;Palma de Mallorca;;Palma de Mallorca;;;;;;;;;;x
SPR_4656;Castellón;Castellón;Castellón;;Castellón;;;;;;;;;;x
SPR_4813;Valencia;Valencia;Valencia;;Valencia;;;;;;;;;;x
SPR_4960;Alicante;Alicante;Alicante;;Alicante;;;;;;;;;;x
SPR_5000;Murcia;Murcia;Murcia;;Murcia;;;;;;;;;;x
SPR_5158;Almería;Almería;Almería;;Almería;;;;;;;;;;x
SPR_5035;Granada;Granada;Granada;;Granada;;;;;;;;;;x
SPR_5099;Málaga;Málaga;Málaga;;Málaga;;;;;;;;;;x
SPR_4996;Jaén;Jaén;Jaén;;Jaén;;;;;;;;;;x
SPR_4855;Córdoba;Córdoba;Córdoba;;Córdoba;;;;;;;;;;x
SPR_5067;Sevilla;Sevilla;Sevilla;;Sevilla;;;;;;;;;;x
SPR_5125;Cádiz;Cádiz;Cádiz;;Cádiz;;;;;;;;;;x
SPR_4993;Huelva;Huelva;Huelva;;Huelva;;;;;;;;;;x
SPR_4592;Cáceres;Cáceres;Cáceres;;Cáceres;;;;;;;;;;x
SPR_4647;Badajoz;Badajoz;Badajoz;;Badajoz;;;;;;;;;;x
SPR_4649;Toledo;Toledo;Toledo;;Toledo;;;;;;;;;;x
SPR_4756;Ciudad Real;Ciudad Real;Ciudad Real;;Ciudad Real;;;;;;;;;;x
SPR_4810;Albacete;Albacete;Albacete;;Albacete;;;;;;;;;;x
SPR_4652;Cuenca;Cuenca;Cuenca;;Cuenca;;;;;;;;;;x
SPR_4412;Guadalajara;Guadalajara;Guadalajara;;Guadalajara;;;;;;;;;;x
SPR_4411;Madrid;Madrid;Madrid;;Madrid;;;;;;;;;;x
SPR_4159;Huesca;Huesca;Huesca;;Huesca;;;;;;;;;;x
SPR_4223;Zaragoza;Zaragoza;Zaragoza;;Zaragoza;;;;;;;;;;x
SPR_4654;Teruel;Teruel;Teruel;;Teruel;;;;;;;;;;x
SPR_4025;Pamplona;Pamplona;Pamplona;;Pamplona;;;;;;;;;;x
SPR_4094;Logroño;Logroño;Logroño;;Logroño;;;;;;;;;;x
SPR_3884;País Vasco;País Vasco;País Vasco;;País Vasco;;;;;;;;;;x
ENG_5191;Gibraltar;Gibraltar;Gibraltar;;Gibraltar;;;;;;;;;;x
SPR_4351;Soria;Soria;Soria;;Soria;;;;;;;;;;x
SPR_3955;Burgos;Burgos;Burgos;;Burgos;;;;;;;;;;x
SPR_4348;Segovia;Segovia;Segovia;;Segovia;;;;;;;;;;x
SPR_3882;Palencia;Palencia;Palencia;;Palencia;;;;;;;;;;x
SPR_4089;Zamora;Zamora;Zamora;;Zamora;;;;;;;;;;x
SPR_4539;Ávila;Ávila;Ávila;;Ávila;;;;;;;;;;x
SPR_3880;León;León;León;;León;;;;;;;;;;x
SPR_4153;Valladolid;Valladolid;Valladolid;;Valladolid;;;;;;;;;;x
SPR_4408;Salamanca;Salamanca;Salamanca;;Salamanca;;;;;;;;;;x
SPR_3813;Santander;Santander;Santander;;Santander;;;;;;;;;;x
SPR_3678;Oviedo;Oviedo;Oviedo;;Oviedo;;;;;;;;;;x
SPR_3676;La Coruña;La Coruña;La Coruña;;La Coruña;;;;;;;;;;x
SPR_3611;Lugo;Lugo;Lugo;;Lugo;;;;;;;;;;x
SPR_3878;Orense;Orense;Orense;;Orense;;;;;;;;;;x
SPR_3742;Pontevedra;Pontevedra;Pontevedra;;Pontevedra;;;;;;;;;;x
SPR_5321;Rif Oriental;Rif Oriental;Rif Oriental;;Rif Oriental;;;;;;;;;;x
SPR_5289;Rif Occidental;Rif Occidental;Rif Occidental;;Rif Occidental;;;;;;;;;;x
SPR_9551;Río de Oro;Río de Oro;Río de Oro;;Río de Oro;;;;;;;;;;
SPR_9569;Ifni;Ifni;Ifni;;Ifni;;;;;;;;;;
SPR_9482;Saguia el Hamra;Saguia el Hamra;Saguia el Hamra;;Saguia el Hamra;;;;;;;;;;
SPR_10002;Guinea Española;Guinea Española;Guinea Española;;Guinea Española;;;;;;;;;;
SPR_10729;Islas Canarias;Islas Canarias;Islas Canarias;;Islas Canarias;;;;;;;;;;
POR_3948;Minho;Minho;Minho;;Minho;;;;;;;;;;
POR_4901;Algarve;Algarve;Algarve;;Algarve;;;;;;;;;;
POR_4470;Baixo Alentejo;Baixo Alentejo;Baixo Alentejo;;Baixo Alentejo;;;;;;;;;;
POR_4533;Estremadura;Estremadura;Estremadura;;Estremadura;;;;;;;;;;
POR_4472;Alto Alentejo;Alto Alentejo;Alto Alentejo;;Alto Alentejo;;;;;;;;;;
POR_4282;Beira Litoral;Beira Litoral;Beira Litoral;;Beira Litoral;;;;;;;;;;
POR_4534;Ribatejo;Ribatejo;Ribatejo;;Ribatejo;;;;;;;;;;
POR_4214;Beira Alta;Beira Alta;Beira Alta;;Beira Alta;;;;;;;;;;
POR_4407;Beira Baixa;Beira Baixa;Beira Baixa;;Beira Baixa;;;;;;;;;;
POR_4017;Douro Litoral;Douro Litoral;Douro Litoral;;Douro Litoral;;;;;;;;;;
POR_4087;Trás-os-Montes e Alto Douro;Trás-os-Montes e Alto Douro;Trás-os-Montes e Alto Douro;;Trás-os-Montes e Alto Douro;;;;;;;;;;
POR_8970;Açores;Açores;Açores;;Açores;;;;;;;;;;
POR_11384;Madeira;Madeira;Madeira;;Madeira;;;;;;;;;;
andalucia_region;Andalucía;Andalucía;Andalucía;;Andalucía;;;;;;;;;;
aragon_region;Aragón;Aragón;Aragón;;Aragón;;;;;;;;;;
asturias_region;Asturias;Asturias;Asturias;;Asturias;;;;;;;;;;
islas_baleares_region;Islas Baleares;Islas Baleares;Islas Baleares;;Islas Baleares;;;;;;;;;;
castilla_la_nueva_region;Castilla la Nueva;Castilla la Nueva;Castilla la Nueva;;Castilla la Nueva;;;;;;;;;;
castilla_la_vieja_region;Castilla la Vieja;Castilla la Vieja;Castilla la Vieja;;Castilla la Vieja;;;;;;;;;;
cataluña_region;Cataluña;Cataluña;Cataluña;;Cataluña;;;;;;;;;;
extremadura_region;Extremadura;Extremadura;Extremadura;;Extremadura;;;;;;;;;;
galicia_region;Galicia;Galicia;Galicia;;Galicia;;;;;;;;;;
reino_de_leon_region;Reino de León;Reino de León;Reino de León;;Reino de León;;;;;;;;;;
reino_de_murcia_region;Reino de Murcia;Reino de Murcia;Reino de Murcia;;Reino de Murcia;;;;;;;;;;
navarra_region;Navarra;Navarra;Navarra;;Navarra;;;;;;;;;;
reino_de_valencia_region;Reino de Valencia;Reino de Valencia;Reino de Valencia;;Reino de Valencia;;;;;;;;;;
protectorado_espanol_de_marruecos_region;Protectorado Español de Marruecos;Protectorado Español de Marruecos;Protectorado Español de Marruecos;;Protectorado Español de Marruecos;;;;;;;;;;
sahara_espanol_region;Sahara Español;Sahara Español;Sahara Español;;Sahara Español;;;;;;;;;;
